Array length,Registers,Run,Tasks,Time,Percent error
29,14,17,1,20.2915749549866,0.534132
29,14,17,2,13.4891500473022,0.534132
29,14,17,3,7.39455509185791,0.534132
29,14,17,4,5.77200818061829,0.534132
29,14,17,5,5.87940001487732,0.534132
29,14,17,6,4.98109412193298,0.534132
29,14,17,7,4.50227308273315,0.534132
29,14,17,8,4.0528359413147,0.534132
30,14,17,1,40.7517559528351,0.646681
30,14,17,2,27.5400719642639,0.646681
30,14,17,3,14.9095468521118,0.646681
30,14,17,4,11.3704469203949,0.646681
30,14,17,5,11.7647020816803,0.646681
30,14,17,6,10.1500430107117,0.646681
30,14,17,7,8.98802518844604,0.646681
30,14,17,8,8.07618188858032,0.646681
26,14,18,1,2.57186913490295,0.278581
26,14,18,2,1.71074604988098,0.278581
26,14,18,3,0.935205936431885,0.278581
26,14,18,4,0.717717885971069,0.278581
26,14,18,5,0.713156938552856,0.278581
26,14,18,6,0.611706018447876,0.278581
26,14,18,7,0.570661067962646,0.278581
26,14,18,8,0.506553173065186,0.278581
27,14,18,1,5.03484511375427,0.453553
27,14,18,2,3.43929409980774,0.453553
27,14,18,3,1.82580018043518,0.453553
27,14,18,4,1.46114993095398,0.453553
27,14,18,5,1.49687504768372,0.453553
27,14,18,6,1.27710700035095,0.453553
27,14,18,7,1.11506819725037,0.453553
27,14,18,8,1.0193829536438,0.453553
28,14,18,1,10.1360809803009,1.591019
28,14,18,2,6.81484699249268,1.591019
28,14,18,3,3.65765810012817,1.591019
28,14,18,4,2.90854501724243,1.591019
28,14,18,5,2.89900803565979,1.591019
28,14,18,6,2.53385400772095,1.591019
28,14,18,7,2.20101094245911,1.591019
28,14,18,8,2.04643297195435,1.591019
29,14,18,1,20.438462972641,0.534132
29,14,18,2,13.6808421611786,0.534132
29,14,18,3,7.33967399597168,0.534132
29,14,18,4,5.78908014297485,0.534132
29,14,18,5,5.93002605438232,0.534132
29,14,18,6,4.9853150844574,0.534132
29,14,18,7,4.56663990020752,0.534132
29,14,18,8,4.05428099632263,0.534132
30,14,18,1,40.5667600631714,0.646681
30,14,18,2,27.5744678974152,0.646681
30,14,18,3,14.8960230350494,0.646681
30,14,18,4,11.4496681690216,0.646681
30,14,18,5,11.4285988807678,0.646681
30,14,18,6,10.1199958324432,0.646681
30,14,18,7,9.04128503799438,0.646681
30,14,18,8,8.02489018440247,0.646681
26,14,19,1,2.51444387435913,0.278581
26,14,19,2,1.72396206855774,0.278581
26,14,19,3,0.945416927337646,0.278581
26,14,19,4,0.720739126205444,0.278581
26,14,19,5,0.719724178314209,0.278581
26,14,19,6,0.613831043243408,0.278581
26,14,19,7,0.575295925140381,0.278581
26,14,19,8,0.504623174667358,0.278581
27,14,19,1,5.03625202178955,0.453553
27,14,19,2,3.34843993186951,0.453553
27,14,19,3,1.84948110580444,0.453553
27,14,19,4,1.43534684181213,0.453553
27,14,19,5,1.46890091896057,0.453553
27,14,19,6,1.24370193481445,0.453553
27,14,19,7,1.12786483764648,0.453553
27,14,19,8,1.01627087593079,0.453553
28,14,19,1,10.1934859752655,1.591019
28,14,19,2,6.77130794525146,1.591019
28,14,19,3,3.65768694877625,1.591019
28,14,19,4,2.90929198265076,1.591019
28,14,19,5,2.98538994789124,1.591019
28,14,19,6,2.56377387046814,1.591019
28,14,19,7,2.19396591186523,1.591019
28,14,19,8,2.05738019943237,1.591019
29,14,19,1,20.3864679336548,0.534132
29,14,19,2,13.7221369743347,0.534132
29,14,19,3,7.43956708908081,0.534132
29,14,19,4,5.78620409965515,0.534132
29,14,19,5,5.95407199859619,0.534132
29,14,19,6,4.98996710777283,0.534132
29,14,19,7,4.54593706130981,0.534132
29,14,19,8,4.04659795761108,0.534132
30,14,19,1,40.5560591220856,0.646681
30,14,19,2,27.5281946659088,0.646681
30,14,19,3,15.1059622764587,0.646681
30,14,19,4,11.4273629188538,0.646681
30,14,19,5,11.6090769767761,0.646681
30,14,19,6,10.0813229084015,0.646681
30,14,19,7,8.98130106925964,0.646681
30,14,19,8,8.08796501159668,0.646681
26,14,20,1,2.53206014633179,0.278581
26,14,20,2,1.68726897239685,0.278581
26,14,20,3,0.930844068527222,0.278581
26,14,20,4,0.726492881774902,0.278581
26,14,20,5,0.709151029586792,0.278581
26,14,20,6,0.601298093795776,0.278581
26,14,20,7,0.569861173629761,0.278581
26,14,20,8,0.501638174057007,0.278581
27,14,20,1,5.04386210441589,0.453553
27,14,20,2,3.42763209342957,0.453553
27,14,20,3,1.82606911659241,0.453553
27,14,20,4,1.4546902179718,0.453553
27,14,20,5,1.41144704818726,0.453553
27,14,20,6,1.22772812843323,0.453553
27,14,20,7,1.12272310256958,0.453553
27,14,20,8,1.00686001777649,0.453553
28,14,20,1,10.2127799987793,1.591019
28,14,20,2,6.83711004257202,1.591019
28,14,20,3,3.66999888420105,1.591019
28,14,20,4,2.89974904060364,1.591019
28,14,20,5,2.92882704734802,1.591019
28,14,20,6,2.50201606750488,1.591019
28,14,20,7,2.20929193496704,1.591019
28,14,20,8,2.03903603553772,1.591019
29,14,20,1,20.2181649208069,0.534132
29,14,20,2,13.6923158168793,0.534132
29,14,20,3,7.30292701721191,0.534132
29,14,20,4,5.78478002548218,0.534132
29,14,20,5,5.60829401016235,0.534132
29,14,20,6,4.93769216537476,0.534132
29,14,20,7,4.49069404602051,0.534132
29,14,20,8,4.04352903366089,0.534132
30,14,20,1,40.9535858631134,0.646681
30,14,20,2,27.5701200962067,0.646681
30,14,20,3,14.7837219238281,0.646681
30,14,20,4,11.4261789321899,0.646681
30,14,20,5,11.9877009391785,0.646681
30,14,20,6,10.0829839706421,0.646681
30,14,20,7,8.97063517570496,0.646681
30,14,20,8,8.1071412563324,0.646681
